ls,min_temp,max_temp,pressure,storming
2,-75.0,-7.0,857.0,False
1,-75.0,-13.0,857.0,False
1,-75.0,-8.0,855.0,False
0,-77.0,-9.0,854.0,False
0,-75.0,-12.0,853.0,False
359,-76.0,-6.0,853.0,False
359,-75.0,-12.0,852.0,False
358,-74.0,-8.0,850.0,False
358,-77.0,-9.0,851.0,False
357,-76.0,-7.0,853.0,False
357,-77.0,-7.0,853.0,False
356,-77.0,-6.0,851.0,False
356,-77.0,-11.0,850.0,False
355,-76.0,-7.0,851.0,False
355,-77.0,-6.0,852.0,False
354,-76.0,-6.0,851.0,False
354,-76.0,-8.0,849.0,False
353,-78.0,-7.0,848.0,False
353,-75.0,-7.0,853.0,False
352,-76.0,-8.0,852.0,False
352,-76.0,-7.0,852.0,False
351,-74.0,-6.0,852.0,False
350,-75.0,-5.0,849.0,False
350,-76.0,-5.0,849.0,False
349,-74.0,-3.0,848.0,False
349,-75.0,-5.0,848.0,False
348,-74.0,-7.0,847.0,False
348,-75.0,-5.0,847.0,False
347,-74.0,-8.0,848.0,False
347,-72.0,-5.0,848.0,False
346,-74.0,-8.0,847.0,False
346,-75.0,-8.0,850.0,False
345,-74.0,-6.0,847.0,False
345,-74.0,-5.0,849.0,False
344,-75.0,-5.0,847.0,False
344,-74.0,-4.0,846.0,False
343,-73.0,-3.0,847.0,False
342,-74.0,-4.0,849.0,False
342,-72.0,-4.0,849.0,False
341,-74.0,-16.0,851.0,False
341,-74.0,-10.0,850.0,False
340,-73.0,-11.0,848.0,False
340,-77.0,-14.0,849.0,False
339,-71.0,-11.0,845.0,False
339,-74.0,-8.0,846.0,False
338,-71.0,-9.0,849.0,False
338,-72.0,-7.0,848.0,False
337,-73.0,-5.0,850.0,False
336,-72.0,-8.0,851.0,False
336,-71.0,-8.0,848.0,False
335,-71.0,-5.0,847.0,False
335,-70.0,-6.0,848.0,False
334,-71.0,-8.0,849.0,False
334,-71.0,-3.0,850.0,False
333,-73.0,-6.0,852.0,False
333,-72.0,-8.0,852.0,False
332,-71.0,-8.0,849.0,False
331,-72.0,-3.0,850.0,False
331,-72.0,-7.0,849.0,False
330,-71.0,-9.0,850.0,False
330,-71.0,-15.0,853.0,False
329,-72.0,-4.0,852.0,False
329,-72.0,-4.0,850.0,False
328,-71.0,-1.0,853.0,False
327,-70.0,-4.0,853.0,False
327,-71.0,-3.0,853.0,False
326,-71.0,-3.0,854.0,False
326,-69.0,-4.0,854.0,False
325,-72.0,-3.0,856.0,False
325,-71.0,-2.0,854.0,False
324,-70.0,-5.0,852.0,False
323,-71.0,-3.0,854.0,False
323,-68.0,-4.0,854.0,False
322,-72.0,-2.0,856.0,False
322,-68.0,-2.0,855.0,False
321,-69.0,-4.0,856.0,False
321,-68.0,-5.0,856.0,False
320,-67.0,-3.0,855.0,False
319,-69.0,-4.0,857.0,False
319,-69.0,-4.0,858.0,False
318,-67.0,-6.0,860.0,False
318,-70.0,-2.0,861.0,False
317,-70.0,-4.0,861.0,False
316,-71.0,-5.0,864.0,False
316,-69.0,-6.0,864.0,False
315,-67.0,-6.0,863.0,False
315,-72.0,-3.0,866.0,False
314,-70.0,-5.0,864.0,False
310,-70.0,-4.0,868.0,False
309,-70.0,-11.0,875.0,False
309,-72.0,-3.0,871.0,False
308,-71.0,-9.0,869.0,False
308,-70.0,-1.0,871.0,False
307,-70.0,-2.0,871.0,False
306,-69.0,-5.0,877.0,False
306,-70.0,-3.0,871.0,False
305,-71.0,-6.0,877.0,False
304,-71.0,-8.0,874.0,False
304,-71.0,-2.0,876.0,False
303,-70.0,-2.0,877.0,False
303,-69.0,-3.0,873.0,False
302,-70.0,-4.0,877.0,False
301,-71.0,-4.0,873.0,False
301,-73.0,-1.0,878.0,False
300,-70.0,-6.0,879.0,False
300,-69.0,-6.0,878.0,False
299,-71.0,-7.0,884.0,False
298,-70.0,-7.0,881.0,False
298,-72.0,0.0,884.0,False
297,-70.0,-6.0,884.0,False
297,-73.0,-1.0,885.0,False
296,-70.0,-2.0,885.0,False
295,-71.0,-5.0,883.0,False
295,-72.0,-3.0,886.0,False
294,-70.0,0.0,886.0,False
293,-69.0,-4.0,890.0,False
293,-69.0,-3.0,889.0,False
292,-69.0,-5.0,888.0,False
292,-71.0,-6.0,890.0,False
291,-69.0,0.0,888.0,False
290,-69.0,-4.0,894.0,False
290,-71.0,-3.0,894.0,False
289,-70.0,4.0,892.0,False
288,-70.0,1.0,894.0,False
288,-71.0,-8.0,894.0,False
287,-69.0,-1.0,894.0,False
287,-71.0,-5.0,895.0,False
271,-66.0,0.0,917.0,False
271,-67.0,-2.0,914.0,False
270,-68.0,-3.0,915.0,False
269,-66.0,-3.0,916.0,False
266,-67.0,-3.0,921.0,False
265,-66.0,-3.0,917.0,False
265,-68.0,-2.0,920.0,False
264,-68.0,-3.0,920.0,False
263,-67.0,-1.0,921.0,False
263,-66.0,-2.0,922.0,False
262,-67.0,-5.0,923.0,False
261,-67.0,0.0,923.0,False
261,-67.0,-1.0,921.0,False
260,-67.0,0.0,921.0,False
260,-67.0,1.0,918.0,False
259,-67.0,-1.0,919.0,False
258,-66.0,-7.0,920.0,False
258,-66.0,-2.0,920.0,False
257,-66.0,-1.0,921.0,False
256,-67.0,0.0,920.0,False
256,-68.0,-4.0,921.0,False
255,-67.0,0.0,921.0,False
254,-67.0,0.0,920.0,False
254,-67.0,0.0,923.0,False
253,-67.0,1.0,925.0,False
252,-66.0,0.0,925.0,False
252,-66.0,0.0,922.0,False
251,-66.0,1.0,923.0,False
250,-65.0,-3.0,920.0,False
250,-65.0,-5.0,922.0,False
249,-65.0,-3.0,922.0,False
248,-64.0,-1.0,919.0,False
248,-65.0,-1.0,919.0,False
247,-65.0,-1.0,919.0,False
246,-65.0,-2.0,919.0,False
246,-67.0,-3.0,919.0,False
245,-65.0,-4.0,918.0,False
245,-66.0,-3.0,922.0,False
244,-64.0,-2.0,920.0,False
243,-65.0,0.0,922.0,False
243,-64.0,0.0,917.0,False
242,-65.0,-2.0,917.0,False
241,-65.0,1.0,915.0,False
241,-63.0,1.0,914.0,False
240,-65.0,-3.0,915.0,False
239,-64.0,-3.0,913.0,False
239,-65.0,0.0,914.0,False
238,-65.0,-3.0,912.0,False
237,-65.0,0.0,914.0,False
237,-65.0,-1.0,908.0,False
236,-64.0,-1.0,909.0,False
235,-64.0,2.0,907.0,True
235,-63.0,-2.0,908.0,True
234,-65.0,0.0,906.0,False
233,-64.0,-2.0,904.0,False
233,-66.0,-2.0,903.0,False
232,-66.0,0.0,899.0,False
232,-65.0,-1.0,899.0,False
231,-64.0,-1.0,896.0,False
230,-65.0,-1.0,897.0,True
230,-65.0,-5.0,894.0,True
229,-67.0,-1.0,893.0,True
228,-65.0,1.0,891.0,False
228,-65.0,-6.0,890.0,False
227,-65.0,-8.0,889.0,False
226,-65.0,-9.0,888.0,False
226,-65.0,-2.0,886.0,False
225,-67.0,-3.0,883.0,False
224,-67.0,-1.0,884.0,False
224,-66.0,-4.0,880.0,False
223,-68.0,-5.0,880.0,False
223,-66.0,-5.0,876.0,False
222,-66.0,-10.0,875.0,False
221,-65.0,-3.0,869.0,False
221,-66.0,0.0,869.0,False
220,-67.0,-3.0,867.0,False
219,-66.0,-6.0,866.0,False
219,-65.0,-6.0,864.0,False
218,-66.0,-5.0,861.0,False
217,-67.0,-6.0,859.0,False
217,-66.0,-8.0,857.0,False
216,-69.0,-6.0,857.0,False
216,-66.0,-6.0,857.0,False
215,-65.0,-8.0,852.0,False
214,-66.0,-4.0,849.0,False
214,-65.0,-5.0,848.0,False
213,-64.0,-3.0,844.0,False
212,-65.0,-4.0,845.0,False
212,-66.0,-5.0,844.0,False
211,-66.0,-8.0,841.0,False
211,-66.0,-6.0,839.0,False
210,-67.0,-5.0,838.0,False
209,-66.0,-3.0,836.0,False
209,-67.0,-3.0,833.0,False
208,-65.0,-2.0,830.0,False
207,-66.0,-1.0,829.0,False
207,-68.0,-1.0,829.0,False
206,-68.0,-1.0,828.0,True
206,-68.0,-3.0,828.0,True
205,-71.0,2.0,826.0,False
204,-68.0,0.0,822.0,False
204,-70.0,0.0,822.0,False
203,-72.0,-1.0,819.0,False
202,-74.0,-1.0,820.0,False
202,-74.0,-1.0,817.0,False
201,-71.0,0.0,813.0,False
201,-73.0,-1.0,813.0,False
200,-70.0,-2.0,811.0,False
199,-70.0,-2.0,808.0,False
199,-71.0,-4.0,808.0,False
198,-71.0,-1.0,805.0,False
198,-70.0,0.0,801.0,False
197,-72.0,0.0,801.0,False
196,-72.0,0.0,799.0,False
196,-72.0,-2.0,798.0,False
195,-70.0,-3.0,796.0,False
195,-73.0,-1.0,795.0,False
194,-71.0,0.0,793.0,False
193,-71.0,0.0,792.0,False
193,-73.0,-1.0,792.0,False
192,-73.0,-1.0,791.0,True
192,-72.0,-5.0,790.0,True
191,-70.0,0.0,788.0,True
190,-73.0,-2.0,785.0,True
190,-71.0,-2.0,784.0,True
189,-72.0,-1.0,783.0,True
189,-73.0,0.0,778.0,True
188,-71.0,-2.0,781.0,True
187,-73.0,-6.0,780.0,False
187,-73.0,-2.0,778.0,False
186,-72.0,-2.0,777.0,False
186,-74.0,0.0,776.0,False
185,-73.0,0.0,775.0,False
184,-72.0,-1.0,774.0,False
184,-72.0,-2.0,772.0,False
183,-75.0,-2.0,772.0,False
183,-76.0,-1.0,771.0,False
182,-74.0,-3.0,769.0,False
181,-73.0,-3.0,769.0,False
181,-73.0,-4.0,768.0,False
180,-74.0,-2.0,766.0,False
180,-72.0,-9.0,766.0,False
179,-71.0,-5.0,764.0,False
179,-74.0,-7.0,762.0,False
178,-76.0,-7.0,762.0,False
177,-72.0,-10.0,761.0,False
177,-74.0,-10.0,761.0,False
176,-75.0,0.0,759.0,False
176,-75.0,-9.0,758.0,False
175,-74.0,-12.0,758.0,False
175,-74.0,-9.0,758.0,False
174,-75.0,-10.0,757.0,False
173,-74.0,-12.0,756.0,False
173,-75.0,-7.0,754.0,False
172,-75.0,-12.0,753.0,False
172,-75.0,-12.0,753.0,False
171,-75.0,-8.0,751.0,False
171,-73.0,-13.0,750.0,False
170,-73.0,0.0,750.0,False
169,-73.0,-1.0,750.0,False
169,-73.0,-1.0,749.0,False
168,-73.0,1.0,748.0,False
168,-73.0,-2.0,748.0,False
167,-74.0,-23.0,745.0,False
166,-74.0,-3.0,747.0,False
166,-75.0,-2.0,747.0,False
165,-75.0,-15.0,745.0,False
164,-75.0,-15.0,743.0,False
164,-76.0,-14.0,745.0,False
163,-75.0,-11.0,743.0,False
163,-75.0,-7.0,742.0,False
162,-75.0,-16.0,741.0,False
162,-74.0,-6.0,742.0,False
161,-74.0,-3.0,741.0,False
159,-76.0,-4.0,742.0,False
158,-77.0,0.0,740.0,False
158,-78.0,-15.0,740.0,False
157,-74.0,-16.0,740.0,False
157,-74.0,-15.0,732.0,False
156,-76.0,-18.0,741.0,False
156,-76.0,-11.0,740.0,False
155,-75.0,-16.0,739.0,False
